,Price,Area,Location,No. of Bedrooms
2185,29500000,1818,Malad East,3
2186,26000000,1760,Malad East,3
2187,31900000,2050,Malad East,3
2188,18500000,1290,Malad East,2
2189,21300000,1160,Malad East,2
2190,13300000,910,Malad East,2
2191,21700000,1250,Malad East,3
2192,7500000,385,Malad East,1
2193,26500000,1250,Malad East,3
2194,27000000,1250,Malad East,3
2195,23700000,1450,Malad West,3
2196,21400000,1100,Malad West,2
2197,15200000,1170,Malad West,2
2198,11000000,600,Malad West,1
2199,14000000,1185,Malad West,3
2200,13000000,995,Malad West,2
2201,16000000,874,Malad West,2
2202,21500000,1310,Malad West,3
2203,16000000,970,Malad West,2
2204,23300000,1500,Malad West,3
2205,9200000,750,Malad West,1
2206,13200000,935,Malad West,2
2207,10000000,750,Malad West,1
2208,9300000,750,Malad West,1
2209,9800000,750,Malad West,1
2210,15500000,1047,Malad West,2
2211,11000000,650,Malad West,1
2212,10200000,585,Malad West,1
2213,14200000,950,Malad West,2
2214,20099999,1100,Malad West,2
2215,11700000,840,Malad West,2
2216,14900000,1100,Malad West,2
2217,25000000,1350,Malad West,2
2218,27000000,1601,Malad West,3
2219,21500000,1340,Malad West,2
2220,21500000,1390,Malad West,3
2221,9800000,728,Malad West,1
2222,13500000,1066,Malad West,2
2223,9800000,728,Malad West,1
2224,12000000,1010,Malad West,2
2225,9800000,580,Malad West,1
2226,13500000,900,Malad West,2
2227,8500000,600,Malad West,1
2228,13799999,1050,Malad West,2
2229,21400000,1101,Malad West,3
2230,16200000,872,Malad West,2
2231,16000000,826,Malad West,2
2232,19500000,1400,Malad West,2
2233,15200000,1140,Malad West,2
2234,14500000,1150,Malad West,2
2235,10100000,548,Malad West,1
2236,6500000,450,Malad West,1
2237,5200000,350,Malad West,1
2238,2900000,200,Malad West,1
2239,2800000,200,Malad West,1
2240,2900000,220,Malad West,1
2241,2900000,220,Malad West,1
2242,3000000,225,Malad West,1
2243,8900000,750,Malad West,1
2244,19300000,1600,Malad West,3
2245,19000000,1350,Malad West,3
2246,9800000,600,Malad West,1
2247,19800000,1450,Malad West,3
2248,4200000,340,Malad West,1
2249,14600000,1135,Malad West,2
2250,9500000,640,Malad West,1
2251,6500000,365,Malad West,1
2252,14500000,1125,Malad West,2
2253,7500000,495,Malad West,1
2254,6500000,525,Malad West,1
2255,9500000,650,Malad West,1
2256,18000000,1400,Malad West,2
2257,23500000,1500,Malad West,3
2258,15000000,1170,Malad West,2
2259,8500000,685,Malad West,1
2260,8200000,685,Malad West,1
2261,14900000,1050,Malad West,2
2262,16299999,1145,Malad West,2
2263,17500000,1100,Malad West,2
2264,10000000,750,Malad West,1
2265,14000000,1170,Malad West,2
2266,8500000,700,Malad West,1
2267,14000000,1100,Malad West,2
2268,9500000,700,Malad West,1
2269,9500000,709,Malad West,1
2270,4900000,350,Malad West,1
2271,10000000,750,Malad West,2
2272,26000000,1775,Malad West,3
2273,2900000,225,Malad West,1
2274,2850000,225,Malad West,1
2275,2900000,225,Malad West,1
2276,19000000,1566,Malad West,3
2277,7500000,495,Malad West,1
2278,20000000,1250,Malad West,3
2279,30000000,1804,Malad West,3
2280,23000000,1440,Malad West,2
2281,25800000,1420,Malad West,3
2282,4800000,350,Malad West,1
2283,30000000,1550,Malad West,3
2284,12500000,1068,Malad West,2
2285,12900000,1066,Malad West,2
2286,9200000,750,Malad West,1
2287,17800000,1350,Malad West,3
2288,13000000,990,Malad West,2
2289,18900000,1404,Malad West,3
2290,18800000,1350,Malad West,3
2291,8800000,750,Malad West,1
2292,10000000,750,Malad West,1
2293,10000000,750,Malad West,1
2294,10000000,750,Malad West,1
2295,12100000,890,Malad West,2
2296,8200000,650,Malad West,1
2297,8800000,650,Malad West,1
2298,8400000,650,Malad West,1
2299,8400000,650,Malad West,1
2300,18000000,950,Malad West,2
2301,4000000,310,Malad West,1
2302,27000000,1815,Malad West,3
2303,9300000,600,Malad West,1
2304,13799999,1000,Malad West,2
2305,14000000,1050,Malad West,2
2306,13000000,1050,Malad West,2
2307,9500000,750,Malad West,1
2308,9400000,650,Malad West,1
2309,30000000,1815,Malad West,3
2310,10500000,590,Malad West,1
2311,51500000,1170,Matunga,3
2312,33500000,777,Matunga,2
2313,51500000,1170,Matunga,3
2314,31000000,667,Matunga,2
2315,4760000,700,Mira Road East,1
2316,4600000,650,Mira Road East,1
2317,5600000,710,Mira Road East,1
2318,8000000,820,Mira Road East,2
2319,6000000,650,Mira Road East,1
2320,4800000,700,Mira Road East,1
2321,4800000,661,Mira Road East,1
2322,5700000,620,Mira Road East,1
2323,6200000,655,Mira Road East,1
2324,4500000,645,Mira Road East,1
2325,3700000,440,Mira Road East,1
2326,2100000,245,Mira Road East,1
2327,7000000,780,Mira Road East,2
2328,6370000,800,Mira Road East,2
2329,16000000,1944,Mira Road East,4
2330,8100000,972,Mira Road East,2
2331,4500000,450,Mira Road East,1
2332,10000000,1340,Mira Road East,3
2333,11500000,1340,Mira Road East,3
2334,6300000,850,Mira Road East,2
2335,8009999,965,Mira Road East,2
2336,8400000,965,Mira Road East,2
2337,7430000,965,Mira Road East,2
2338,6500000,1015,Mira Road East,2
2339,12900000,1235,Mira Road East,2
2340,8655000,1055,Mira Road East,2
2341,7500000,767,Mira Road East,2
2342,5994000,750,Mira Road East,1
2343,4800000,650,Mira Road East,1
2344,5800000,675,Mira Road East,1
2345,7800000,956,Mira Road East,2
2346,4800000,580,Mira Road East,1
2347,6000000,650,Mira Road East,2
2348,4500000,693,Mira Road East,1
2349,10000000,825,Mira Road East,2
2350,4800000,650,Mira Road East,1
2351,6000000,650,Mira Road East,1
2352,2100000,245,Mira Road East,1
2353,8300000,1095,Mira Road East,2
2354,5100000,695,Mira Road East,1
2355,8100000,1055,Mira Road East,2
2356,6800000,875,Mira Road East,2
2357,5100000,675,Mira Road East,1
2358,2300000,254,Mira Road East,1
2359,2000000,220,Mira Road East,1
2360,8500000,800,Mira Road East,2
2361,4300000,650,Mira Road East,1
2362,5900000,650,Mira Road East,1
2363,6559999,965,Mira Road East,2
2364,7240000,965,Mira Road East,2
2365,7940000,965,Mira Road East,2
2366,7900000,965,Mira Road East,2
2367,8100000,965,Mira Road East,2
2368,8500000,840,Mira Road East,2
2369,8100000,1137,Mira Road East,2
2370,5200000,650,Mira Road East,1
2371,8338000,981,Mira Road East,2
2372,6426000,693,Mira Road East,1
2373,6426000,693,Mira Road East,1
2374,8480000,1060,Mira Road East,2
2375,6048000,756,Mira Road East,1
2376,6048000,756,Mira Road East,1
2377,8330000,980,Mira Road East,2
2378,6120000,720,Mira Road East,1
2379,6700000,531,Mira Road East,1
2380,7837000,1045,Mira Road East,2
2381,5250000,700,Mira Road East,1
2382,8000000,1000,Mira Road East,2
2383,5600000,700,Mira Road East,1
2384,5690000,769,Mira Road East,1
2385,8413000,1137,Mira Road East,2
2386,7700000,1020,Mira Road East,2
2387,5330000,715,Mira Road East,1
2388,3500000,360,Mira Road East,1
2389,6700000,950,Mira Road East,2
2390,7500000,950,Mira Road East,2
2391,5800000,695,Mira Road East,1
2392,4800000,615,Mira Road East,1
2393,7600000,1053,Mira Road East,2
2394,6350000,655,Mira Road East,1
2395,6419000,655,Mira Road East,1
2396,8000000,1100,Mira Road East,2
2397,7209999,900,Mira Road East,2
2398,5637000,650,Mira Road East,1
2399,13200000,1500,Mira Road East,3
2400,9450000,1080,Mira Road East,2
2401,5150000,720,Mira Road East,1
2402,9800000,1170,Mira Road East,2
2403,8600000,1026,Mira Road East,2
2404,11399999,1341,Mira Road East,3
2405,5700000,710,Mira Road East,1
2406,7800000,1010,Mira Road East,2
2407,6700000,775,Mira Road East,1
2408,5600000,693,Mira Road East,1
2409,7600000,972,Mira Road East,2
2410,10600000,1386,Mira Road East,3
2411,5600000,788,Mira Road East,1
2412,10400000,1365,Mira Road East,3
2413,7700000,1046,Mira Road East,2
2414,5300000,710,Mira Road East,1
2415,5518000,677,Mira Road East,1
2416,5500000,720,Mira Road East,1
2417,8250000,1060,Mira Road East,2
2418,7800000,1010,Mira Road East,2
2419,6120000,720,Mira Road East,1
2420,5650000,780,Mira Road East,1
2421,6200000,730,Mira Road East,1
2422,8500000,1048,Mira Road East,2
2423,7650000,982,Mira Road East,2
2424,5700000,770,Mira Road East,1
2425,7650000,1020,Mira Road East,2
2426,6200000,750,Mira Road East,1
2427,9000000,1150,Mira Road East,2
2428,7950000,1060,Mira Road East,2
2429,5400000,720,Mira Road East,1
2430,8500000,980,Mira Road East,2
2431,7800000,930,Mira Road East,2
2432,8600000,965,Mira Road East,2
2433,6700000,950,Mira Road East,2
2434,9500000,1050,Mira Road East,2
2435,9300000,960,Mira Road East,2
2436,9300000,960,Mira Road East,2
2437,9700000,1100,Mira Road East,2
2438,8500000,1050,Mira Road East,2
2439,6000000,730,Mira Road East,1
2440,12200000,1235,Mira Road East,3
2441,10800000,1200,Mira Road East,2
2442,6400000,693,Mira Road East,1
2443,6400000,674,Mira Road East,1
2444,7700000,995,Mira Road East,2
2445,5200000,665,Mira Road East,1
2446,9500000,981,Mira Road East,2
2447,13500000,1386,Mira Road East,3
2448,6500000,693,Mira Road East,1
2449,9500000,981,Mira Road East,1
2450,8900000,1185,Mira Road East,3
2451,7900000,1020,Mira Road East,2
2452,5200000,690,Mira Road East,1
2453,5200000,690,Mira Road East,1
2454,7400000,800,Mira Road East,2
2455,8700000,950,Mira Road East,2
2456,8500000,1150,Mira Road East,2
2457,8000000,1150,Mira Road East,2
2458,6800000,710,Mira Road East,2
2459,5500000,681,Mira Road East,1
2460,8200000,1025,Mira Road East,2
2461,7884000,1080,Mira Road East,2
2462,8000000,1050,Mira Road East,2
2463,12000000,1275,Mira Road East,3
2464,5800000,700,Mira Road East,1
2465,5500000,650,Mira Road East,1
2466,8200000,1015,Mira Road East,2
2467,9500000,1185,Mira Road East,3
2468,8600000,950,Mira Road East,2
2469,6400000,495,Mira Road East,1
2470,9100000,690,Mira Road East,2
2471,6000000,693,Mira Road East,1
2472,9100000,1185,Mira Road East,3
2473,11500000,1390,Mira Road East,3
2474,5500000,650,Mira Road East,1
2475,8000000,800,Mira Road East,2
2476,7500000,950,Mira Road East,2
2477,8600000,1060,Mira Road East,2
2478,9100000,1082,Mira Road East,2
2479,9500000,1050,Mira Road East,2
2480,6000000,650,Mira Road East,2
2481,7800000,785,Mira Road East,2
2482,5500000,620,Mira Road East,1
2483,9000000,925,Mira Road East,2
2484,8500000,901,Mira Road East,2
2485,8500000,810,Mira Road East,2
2486,5400000,720,Mira Road East,1
2487,9700000,1100,Mira Road East,2
2488,7000000,890,Mira Road East,2
2489,6022000,730,Mira Road East,1
2490,9000000,1050,Mira Road East,2
2491,9570000,1160,Mira Road East,2
2492,8500000,1150,Mira Road East,2
2493,7050000,890,Mira Road East,2
2494,10200000,786,Mira Road East,3
2495,5099000,384,Mira Road East,1
2496,7298999,538,Mira Road East,2
2497,9250000,1232,Mira Road East,2
2498,8500000,1385,Mira Road East,3
2499,7600000,956,Mira Road East,2
2500,7450000,956,Mira Road East,2
2501,7100000,890,Mira Road East,2
2502,10000000,1050,Mira Road East,2
2503,15000000,1290,Mira Road East,2
2504,10000000,1150,Mira Road East,2
2505,6500000,650,Mira Road East,1
2506,5600000,850,Mira Road East,2
2507,6700000,675,Mira Road East,1
2508,6800000,665,Mira Road East,1
2509,4900000,580,Mira Road East,1
2510,9800000,1250,Mira Road East,3
2511,6800000,693,Mira Road East,1
2512,8900000,972,Mira Road East,2
2513,11299999,1389,Mira Road East,3
2514,9200000,981,Mira Road East,2
2515,9700000,1098,Mira Road East,2
2516,7731000,1137,Mira Road East,2
2517,12500000,1500,Mira Road East,2
2518,4500000,600,Mira Road East,1
2519,8198999,1050,Mira Road East,2
2520,8500000,950,Mira Road East,2
2521,8198999,1050,Mira Road East,2
2522,5499000,650,Mira Road East,1
2523,6200000,695,Mira Road East,1
2524,6000000,650,Mira Road East,1
2525,5999000,720,Mira Road East,1
2526,12400000,1365,Mira Road East,3
2527,6500000,1050,Mira Road East,2
2528,9599000,1098,Mira Road East,2
2529,6100000,700,Mira Road East,1
2530,8700000,1060,Mira Road East,2
2531,7498999,1010,Mira Road East,2
2532,5999000,850,Mira Road East,1
2533,15000000,1600,Mira Road East,2
2534,4850000,700,Mira Road East,1
2535,7815000,575,Mira Road East,2
2536,8053000,700,Mira Road East,2
2537,8030000,698,Mira Road East,2
2538,7500000,538,Mira Road East,2
2539,10100000,739,Mira Road East,3
2540,5300000,381,Mira Road East,1
2541,5900000,424,Mira Road East,1
2542,7745999,629,Mira Road East,2
2543,7650000,621,Mira Road East,2
2544,6738000,547,Mira Road East,2
2545,5229000,769,Mira Road East,1
2546,4950000,650,Mira Road East,1
2547,4500000,650,Mira Road East,1
2548,7700000,950,Mira Road East,2
2549,9900000,786,Mira Road East,3
2550,9550000,693,Mira Road East,1
2551,9990000,981,Mira Road East,2
2552,11500000,1386,Mira Road East,3
2553,5250000,650,Mira Road East,1
2554,7500000,875,Mira Road East,2
2555,7500000,975,Mira Road East,2
2556,5500000,705,Mira Road East,1
2557,8500000,1060,Mira Road East,2
2558,6050000,750,Mira Road East,1
2559,10000000,1102,Mira Road East,3
2560,8000000,1020,Mira Road East,2
2561,7500000,1060,Mira Road East,2
2562,5150000,685,Mira Road East,1
2563,7600000,1050,Mira Road East,2
2564,11000000,1390,Mira Road East,3
2565,12500000,1390,Mira Road East,3
2566,5300000,520,Mira Road East,2
2567,5300000,615,Mira Road East,1
2568,7900000,925,Mira Road East,2
2569,5583000,705,Mira Road East,1
2570,13200000,1525,Mira Road East,3
2571,9300000,1060,Mira Road East,2
2572,4500000,565,Mira Road East,1
2573,8000000,990,Mira Road East,2
2574,11000000,1341,Mira Road East,3
2575,8000000,990,Mira Road East,2
2576,7600000,960,Mira Road East,2
2577,9200000,1160,Mira Road East,2
2578,9300000,1060,Mira Road East,2
2579,5800000,540,Mira Road East,1
2580,4400000,490,Mira Road East,1
2581,4100000,530,Mira Road East,1
2582,5600000,540,Mira Road East,1
2583,8800000,1073,Mira Road East,2
2584,5700000,650,Mira Road East,1
2585,7000000,900,Mira Road East,2
2586,10800000,1180,Mira Road East,2
2587,9000000,1412,Mira Road East,2
2588,13200000,1525,Mira Road East,2
2589,13100000,1400,Mira Road East,3
2590,4500000,565,Mira Road East,1
2591,4400000,450,Mira Road East,1
2592,9300000,1060,Mira Road East,2
2593,4800000,550,Mira Road East,1
2594,4800000,550,Mira Road East,1
2595,6800000,1050,Mira Road East,2
2596,9000000,1250,Mira Road East,3
2597,6600000,700,Mira Road East,1
2598,7700000,950,Mira Road East,2
2599,8800000,990,Mira Road East,2
2600,3100000,375,Mira Road East,1
2601,9200000,1137,Mira Road East,2
2602,4100000,585,Mira Road East,1
2603,8000000,972,Mira Road East,2
2604,16000000,1944,Mira Road East,4
2605,5742000,725,Mira Road East,1
2606,8355000,1055,Mira Road East,2
2607,6800000,890,Mira Road East,2
2608,7500000,1060,Mira Road East,2
2609,7600000,960,Mira Road East,2
2610,13200000,1525,Mira Road East,3
2611,8500000,945,Mira Road East,2
2612,5600000,645,Mira Road East,1
2613,5600000,645,Mira Road East,1
2614,3400000,380,Mira Road East,1
2615,6600000,850,Mira Road East,2
2616,7000000,950,Mira Road East,3
2617,7600000,975,Mira Road East,2
2618,7600000,975,Mira Road East,2
2619,6190000,756,Mira Road East,1
2620,8900000,1017,Mira Road East,2
2621,4700000,500,Mira Road East,1
2622,5600000,560,Mira Road East,1
2623,5700000,540,Mira Road East,1
2624,7800000,960,Mira Road East,2
2625,8800000,1050,Mira Road East,2
2626,5950000,769,Mira Road East,1
2627,6152000,769,Mira Road East,1
2628,14800000,1460,Mira Road East,3
2629,5350000,610,Mira Road East,1
2630,9800000,786,Mira Road East,3
2631,8500000,1098,Mira Road East,2
2632,6500000,693,Mira Road East,1
2633,8300000,981,Mira Road East,2
2634,12000000,1386,Mira Road East,3
2635,9300000,960,Mira Road East,2
2636,5400000,675,Mira Road East,1
2637,4400000,550,Mira Road East,1
2638,10800000,1180,Mira Road East,2
2639,7200000,995,Mira Road East,2
2640,7000000,1020,Mira Road East,2
2641,6000000,810,Mira Road and Beyond,2
2642,4200000,700,Mira Road and Beyond,2
2643,9800000,1417,Mira Road and Beyond,3
2644,3500000,783,Mira Road and Beyond,2
2645,5800000,770,Mira Road and Beyond,1
2646,2700000,400,Mira Road and Beyond,1
2647,4200000,750,Mira Road and Beyond,2
2648,6400000,1180,Mira Road and Beyond,2
2649,3500000,565,Mira Road and Beyond,1
2650,3000000,320,Mira Road and Beyond,1
2651,2800000,400,Mira Road and Beyond,1
2652,6800000,890,Mira Road and Beyond,2
2653,4100000,590,Mira Road and Beyond,1
2654,6500000,940,Mira Road and Beyond,2
2655,7600000,1760,Mira Road and Beyond,2
2656,6400000,1180,Mira Road and Beyond,2
2657,5700000,900,Mira Road and Beyond,2
2658,21800000,1412,Mulund,3
2659,21200000,1412,Mulund,3
2660,18000000,1180,Mulund,2
2661,9000000,550,Mulund East,1
2662,9000000,550,Mulund East,1
2663,8500000,600,Mulund East,1
2664,5500000,400,Mulund East,1
2665,15500000,985,Mulund East,2
2666,6000000,350,Mulund East,1
2667,9200000,558,Mulund East,1
2668,7000000,345,Mulund East,1
2669,13500000,985,Mulund East,2
2670,11500000,650,Mulund East,1
2671,18000000,980,Mulund East,2
2672,6500000,385,Mulund East,1
2673,9500000,575,Mulund East,1
2674,20700000,1450,Mulund East,2
2675,11000000,550,Mulund East,1
2676,33000000,1700,Mulund East,5
2677,33500000,1650,Mulund East,4
2678,9000000,417,Mulund West,1
2679,9800000,585,Mulund West,1
2680,12500000,800,Mulund West,2
2681,11000000,600,Mulund West,1
2682,51000000,2600,Mulund West,3
2683,15000000,950,Mulund West,2
2684,18500000,1100,Mulund West,2
2685,18000000,1100,Mulund West,2
2686,27000000,1560,Mulund West,3
2687,15500000,927,Mulund West,2
2688,24000000,1452,Mulund West,3
2689,10700000,660,Mulund West,1
2690,19200000,1202,Mulund West,2
2691,32599999,1306,Mulund West,3
2692,23300000,1118,Mulund West,3
2693,29000000,1160,Mulund West,3
2694,32700000,1309,Mulund West,3
2695,19100000,797,Mulund West,2
2696,22100000,885,Mulund West,3
2697,18200000,759,Mulund West,2
2698,20000000,835,Mulund West,2
2699,17500000,729,Mulund West,2
2700,31300000,1740,Mulund West,3
2701,38800000,2160,Mulund West,3
2702,30400000,1690,Mulund West,3
2703,35200000,1960,Mulund West,3
2704,26500000,1475,Mulund West,2
2705,20900000,1165,Mulund West,2
2706,24600000,1072,Mulund West,3
2707,25800000,1126,Mulund West,3
2708,24800000,1080,Mulund West,3
2709,26000000,1600,Mulund West,3
2710,13799999,700,Mulund West,2
2711,11000000,650,Mulund West,1
2712,17500000,1000,Mulund West,2
2713,21000000,1050,Mulund West,2
2714,22500000,1350,Mulund West,3
2715,10000000,500,Mulund West,1
2716,23700000,1001,Mulund West,3
2717,16500000,650,Mulund West,2
2718,18000000,850,Mulund West,2
2719,16500000,850,Mulund West,2
2720,10600000,644,Mulund West,1
2721,2200000,500,Naigaon East,1
2722,2300000,500,Naigaon East,1
2723,3200000,510,Naigaon East,1
2724,2400000,565,Naigaon East,1
2725,2700000,540,Naigaon East,1
2726,2400000,565,Naigaon East,1
2727,2350000,540,Naigaon East,1
2728,4300000,750,Naigaon East,1
2729,3200000,585,Naigaon East,1
2730,2300000,500,Naigaon East,1
2731,3250000,585,Naigaon East,1
2732,2500000,453,Naigaon East,1
2733,2450000,500,Naigaon East,1
2734,3000000,605,Naigaon East,1
2735,4500000,710,Naigaon East,2
2736,2800000,510,Naigaon East,1
2737,2750000,590,Naigaon East,1
2738,2650000,560,Naigaon East,1
2739,2700000,600,Naigaon East,1
2740,2200000,500,Naigaon East,1
2741,3700000,925,Naigaon East,1
2742,2050000,500,Naigaon East,1
2743,3200000,610,Naigaon East,1
2744,2500000,560,Naigaon East,1
2745,2000000,510,Naigaon East,1
2746,3200000,615,Naigaon East,1
2747,3200000,615,Naigaon East,1
2748,2300000,510,Naigaon East,1
2749,2300000,510,Naigaon East,1
2750,3950000,850,Naigaon East,2
2751,3500000,770,Naigaon East,2
2752,2300000,500,Naigaon East,1
2753,2600000,500,Naigaon East,1
2754,3100000,540,Naigaon East,1
2755,3200000,600,Naigaon East,1
2756,3100000,585,Naigaon East,1
2757,3500000,600,Naigaon East,1
2758,3300000,585,Naigaon East,1
2759,3500000,585,Naigaon East,1
2760,3400000,585,Naigaon East,1
2761,2500000,500,Naigaon East,1
2762,2500000,500,Naigaon East,1
2763,3500000,585,Naigaon East,1
2764,3900000,750,Naigaon East,1
2765,2400000,540,Naigaon East,1
2766,2850000,540,Naigaon East,1
2767,2300000,400,Naigaon East,1
2768,2600000,530,Naigaon East,1
2769,2580000,605,Nala Sopara,1
2770,3594000,850,Nala Sopara,2
2771,2451000,570,Nala Sopara,1
2772,4800000,965,Nala Sopara,2
2773,3700000,730,Nala Sopara,1
2774,2600000,590,Nala Sopara,1
2775,2600000,686,Nala Sopara,1
2776,2650000,600,Nala Sopara,1
2777,2451000,570,Nala Sopara,1
2778,2450000,575,Nala Sopara,1
2779,3300000,665,Nala Sopara,1
2780,2400000,585,Nala Sopara,1
2781,2250000,590,Nala Sopara,1
2782,2300000,550,Nala Sopara,1
2783,2300000,550,Nala Sopara,1
2784,2200000,525,Nala Sopara,1
2785,3000000,575,Nala Sopara,1
2786,2300000,575,Nala Sopara,1
2787,2500000,555,Nala Sopara,1
2788,2300000,578,Nala Sopara,1
2789,2600000,585,Nala Sopara,1
2790,2400000,550,Nala Sopara,1
2791,2400000,485,Nala Sopara,1
2792,2600000,590,Nala Sopara,1
2793,4200000,860,Nala Sopara,2
2794,2150000,415,Nala Sopara,1
2795,2950000,605,Nala Sopara,1
2796,2600000,590,Nala Sopara,1
2797,2700000,590,Nala Sopara,1
2798,2700000,595,Nala Sopara,1
2799,2700000,610,Nala Sopara,1
2800,2700000,585,Nala Sopara,1
2801,2650000,585,Nala Sopara,1
2802,2900000,590,Nala Sopara,1
2803,2485000,585,Nala Sopara,1
2804,2850000,585,Nala Sopara,1
2805,3900000,773,Nala Sopara,2
2806,4600000,910,Nala Sopara,2
2807,4750000,950,Nala Sopara,2
2808,5000000,1050,Nala Sopara,2
2809,3400000,680,Nala Sopara,1
2810,2900000,580,Nala Sopara,1
2811,3150000,650,Nala Sopara,1
2812,3000000,620,Nala Sopara,1
2813,3700000,710,Nala Sopara,1
2814,3200000,655,Nala Sopara,1
2815,3600000,750,Nala Sopara,1
2816,4800000,945,Nala Sopara,2
2817,4900000,980,Nala Sopara,2
2818,2500000,640,Nala Sopara,1
2819,2500000,580,Nala Sopara,1
2820,2799000,570,Nala Sopara,1
2821,2650000,590,Nala Sopara,1
2822,2350000,550,Nala Sopara,1
2823,2700000,575,Nala Sopara,1
2824,2500000,560,Nala Sopara,1
2825,2500000,560,Nala Sopara,1
2826,2300000,590,Nala Sopara,1
2827,2500000,620,Nala Sopara,1
2828,2550000,590,Nala Sopara,1
2829,2800000,610,Nala Sopara,1
2830,3800000,900,Nala Sopara,1
2831,2600000,580,Nala Sopara,1
2832,2900000,590,Nala Sopara,1
2833,2650000,630,Nala Sopara,1
2834,2700000,560,Nala Sopara,1
2835,2550000,585,Nala Sopara,1
2836,2400000,535,Nala Sopara,1
2837,2950000,580,Nala Sopara,1
2838,2350000,590,Nala Sopara,1
2839,3800000,800,Nala Sopara,2
2840,2350000,610,Nala Sopara,1
2841,2550000,560,Nala Sopara,1
2842,2350000,565,Nala Sopara,1
2843,2130000,560,Nala Sopara,1
2844,4600000,975,Nala Sopara,2
2845,2400000,585,Nala Sopara,1
2846,3600000,800,Nala Sopara,2
2847,2600000,620,Nala Sopara,1
2848,2300000,585,Nala Sopara,1
2849,2450000,620,Nala Sopara,1
2850,2450000,545,Nala Sopara,1
2851,3100000,605,Nala Sopara,1
2852,3500000,730,Nala Sopara,1
2853,5100000,990,Nala Sopara,2
2854,6500000,1300,Nala Sopara,2
2855,2600000,620,Nala Sopara,1
2856,2400000,580,Nala Sopara,1
2857,2330000,585,Nala Sopara,1
2858,2500000,580,Nala Sopara,1
2859,2350000,485,Nala Sopara,1
2860,2400000,594,Nala Sopara,1
2861,2925000,760,Nala Sopara,1
2862,2200000,550,Nala Sopara,1
2863,2445000,585,Nala Sopara,1
2864,2400000,580,Nala Sopara,1
2865,2450000,560,Nala Sopara,1
2866,2700000,572,Nala Sopara,1
2867,2565000,620,Nala Sopara,1
2868,2450000,560,Nala Sopara,1
2869,2600000,545,Nala Sopara,1
2870,2330000,590,Nala Sopara,1
2871,2250000,590,Nala Sopara,1
2872,2350000,594,Nala Sopara,1
2873,2600000,580,Nala Sopara,1
2874,2350000,585,Nala Sopara,1
2875,2350000,525,Nala Sopara,1
2876,2345000,525,Nala Sopara,1
2877,2500000,550,Nala Sopara,1
2878,2400000,595,Nala Sopara,1
2879,2500000,594,Nala Sopara,1
2880,2300000,585,Nala Sopara,1
2881,2750000,585,Nala Sopara,1
2882,2150000,525,Nala Sopara,1
2883,2310000,590,Nala Sopara,1
2884,2600000,585,Nala Sopara,1
2885,2400000,590,Nala Sopara,1
2886,2320000,570,Nala Sopara,1
2887,2700000,535,Nala Sopara,1
2888,2650000,630,Nala Sopara,1
2889,2300000,560,Nala Sopara,1
2890,2250000,580,Nala Sopara,1
2891,2500000,555,Nala Sopara,1
2892,2440000,585,Nala Sopara,1
2893,2500000,545,Nala Sopara,1
2894,2300000,560,Nala Sopara,1
2895,2400000,575,Nala Sopara,1
2896,2450000,585,Nala Sopara,1
2897,2400000,594,Nala Sopara,1
2898,2305000,555,Nala Sopara,1
2899,2400000,575,Nala Sopara,1
2900,2000000,525,Nala Sopara,1
2901,2200000,550,Nala Sopara,1
2902,4800000,970,Nalasopara East,2
2903,5500000,1050,Nalasopara East,2
2904,4875000,975,Nalasopara East,2
2905,3300000,660,Nalasopara East,1
2906,3500000,670,Nalasopara East,1
2907,3400000,670,Nalasopara East,1
2908,3500000,700,Nalasopara East,1
2909,5250000,1050,Nalasopara East,2
2910,4850000,970,Nalasopara East,2
2911,2600000,620,Nalasopara West,1
2912,2500000,560,Nalasopara West,1
2913,2390000,620,Nalasopara West,1
2914,2400000,600,Nalasopara West,1
2915,2265000,580,Nalasopara West,1
2916,2400000,500,Nalasopara West,1
2917,2300000,560,Nalasopara West,1
2918,2500000,560,Nalasopara West,1
2919,2500000,590,Nalasopara West,1
2920,2150000,525,Nalasopara West,1
2921,2800000,585,Nalasopara West,1
2922,2500000,590,Nalasopara West,1
2923,2900000,585,Nalasopara West,1
2924,2255000,580,Nalasopara West,1
2925,2700000,615,Nalasopara West,1
2926,2400000,590,Nalasopara West,1
2927,2650000,520,Nalasopara West,1
2928,4099000,850,Nalasopara West,2
2929,2200000,500,Nalasopara West,1
2930,2700000,630,Nalasopara West,1
2931,2250000,525,Nalasopara West,1
2932,2150000,500,Nalasopara West,1
2933,2500000,620,Nalasopara West,1
2934,2300000,590,Nalasopara West,1
2935,10100000,1265,Navi Basti,2
2936,2600000,400,Navi Basti,1
2937,7053000,1085,Navi Basti,2
2938,4713000,725,Navi Basti,1
2939,18500000,1250,Nerul,2
2940,29500000,2130,Nerul,3
2941,14500000,1100,Nerul,2
2942,13000000,1100,Nerul,2
2943,6500000,650,Nerul,1
2944,8000000,715,Nerul,1
2945,38000000,2120,Nerul,3
2946,25000000,1950,Nerul,3
2947,35000000,1855,Nerul,3
2948,15200000,1286,Nerul,2
2949,52500000,2703,Nerul,4
2950,7400000,650,Nerul,1
2951,23500000,1310,Nerul,1
2952,23500000,1250,Nerul,1
2953,14500000,1215,Nerul,2
2954,13000000,1150,Nerul,2
2955,11000000,1100,Nerul,2
