,Price,Area,Location,No. of Bedrooms
2956,31000000,1825,Nerul,3
2957,42600000,2000,Nerul,3
2958,6100000,770,PARSIK NAGAR,1
2959,5000000,650,PARSIK NAGAR,1
2960,7800000,1000,PARSIK NAGAR,2
2961,5550000,990,Palava,2
2962,7600000,1350,Palava,3
2963,6500000,1150,Palava,3
2964,5000000,900,Palava,2
2965,6900000,1287,Palava,3
2966,6900000,1287,Palava,3
2967,3747999,833,Palghar,2
2968,4351000,967,Palghar,2
2969,2200000,589,Palghar,1
2970,2100000,589,Palghar,1
2971,3000000,835,Palghar,2
2972,3100000,832,Palghar,2
2973,3250000,846,Palghar,2
2974,6800000,1250,Panvel,2
2975,8200000,1005,Panvel,2
2976,2800000,525,Panvel,1
2977,11399999,1133,Panvel,2
2978,5300000,687,Panvel,1
2979,6300000,850,Panvel,2
2980,3700000,640,Panvel,1
2981,5000000,1000,Panvel,2
2982,11500000,1133,Panvel,2
2983,4907000,755,Panvel,1
2984,8000000,1300,Panvel,2
2985,3300000,550,Panvel,1
2986,6500000,1300,Panvel,2
2987,4600000,665,Panvel,1
2988,7200000,1300,Panvel,2
2989,6700000,1200,Panvel,2
2990,4750000,900,Panvel,2
2991,16000000,2020,Panvel,3
2992,4700000,800,Panvel,2
2993,4600000,910,Panvel,2
2994,7500000,950,Panvel,2
2995,8900000,1690,Panvel,3
2996,4900000,900,Panvel,2
2997,9300000,1800,Panvel,3
2998,9500000,1800,Panvel,3
2999,4450000,600,Panvel,1
3000,3800000,700,Panvel,1
3001,11700000,1440,Panvel,3
3002,11700000,1440,Panvel,3
3003,5100000,675,Panvel,1
3004,4700000,675,Panvel,1
3005,8844000,1051,Panvel,2
3006,7290000,950,Panvel,2
3007,6787000,850,Panvel,2
3008,17500000,3200,Panvel,5
3009,7548000,950,Panvel,2
3010,6787000,850,Panvel,2
3011,4602000,550,Panvel,1
3012,6600000,750,Panvel,2
3013,7500000,750,Panvel,2
3014,7250000,1300,Panvel,2
3015,8495000,1307,Panvel,2
3016,4823000,742,Panvel,1
3017,11500000,1771,Panvel,3
3018,7618000,1172,Panvel,2
3019,6454000,993,Panvel,1
3020,17000000,2621,Panvel,4
3021,4000000,490,Panvel,1
3022,11299999,1750,Panvel,3
3023,4300000,530,Panvel,1
3024,15700000,2420,Panvel,4
3025,15200000,2351,Panvel,3
3026,8287000,1275,Panvel,2
3027,7930000,1220,Panvel,2
3028,13000000,2010,Panvel,3
3029,16200000,2495,Panvel,4
3030,11200000,1726,Panvel,3
3031,3185000,490,Panvel,1
3032,3445000,530,Panvel,1
3033,8000000,1300,Panvel,2
3034,5000000,705,Panvel,1
3035,8500000,1055,Panvel,1
3036,9700000,1140,Panvel,2
3037,13400000,2582,Panvel,4
3038,4390000,606,Panvel,2
3039,2950000,428,Panvel,1
3040,2750000,394,Panvel,1
3041,2684000,385,Panvel,1
3042,2882000,415,Panvel,1
3043,4000000,550,Panvel,2
3044,5500000,800,Panvel,1
3045,4500000,705,Panvel,1
3046,9800000,900,Panvel,2
3047,8800000,848,Panvel,2
3048,4000000,680,Panvel,1
3049,8000000,1300,Panvel,3
3050,6800000,800,Panvel,2
3051,11800000,1440,Panvel,3
3052,10800000,1280,Panvel,3
3053,3050000,565,Panvel,1
3054,8200000,1055,Panvel,2
3055,8000000,1005,Panvel,2
3056,8200000,1005,Panvel,2
3057,8400000,1055,Panvel,2
3058,8000000,1020,Panvel,2
3059,9300000,1075,Panvel,2
3060,6500000,1240,Panvel,2
3061,7000000,1245,Panvel,2
3062,7100000,1200,Panvel,2
3063,10800000,1280,Panvel,3
3064,8800000,1005,Panvel,2
3065,8200000,950,Panvel,2
3066,8200000,1150,Panvel,2
3067,7400000,880,Panvel,2
3068,7000000,750,Panvel,2
3069,3400000,580,Panvel,1
3070,5900000,950,Panvel,2
3071,8400000,950,Panvel,2
3072,9500000,1200,Panvel,2
3073,9200000,1150,Panvel,2
3074,8500000,1300,Panvel,1
3075,8000000,1200,Panvel,1
3076,4400000,550,Panvel,1
3077,4500000,650,Panvel,1
3078,9000000,1125,Panvel,2
3079,8400000,1010,Panvel,1
3080,8700000,1200,Panvel,2
3081,8400000,1050,Panvel,2
3082,8500000,1110,Panvel,2
3083,92500000,2670,Parel,5
3084,42500000,1200,Parel,2
3085,49000000,1177,Parel,3
3086,47900000,1043,Parel,3
3087,36100000,823,Parel,2
3088,60500000,1404,Parel,3
3089,37400000,940,Parel,2
3090,107600000,2605,Parel,4
3091,65500000,1543,Parel,3
3092,36800000,825,Parel,2
3093,79900000,1836,Parel,3
3094,107600000,2604,Parel,4
3095,79900000,1835,Parel,3
3096,65500000,1543,Parel,3
3097,60500000,1403,Parel,3
3098,47900000,1043,Parel,3
3099,49000000,1177,Parel,3
3100,36100000,823,Parel,2
3101,36800000,825,Parel,2
3102,37400000,940,Parel,2
3103,37400000,940,Parel,2
3104,26500000,1500,Powai,3
3105,19000000,1155,Powai,2
3106,25000000,1445,Powai,3
3107,19000000,1150,Powai,2
3108,9500000,595,Powai,1
3109,9500000,595,Powai,1
3110,11000000,585,Powai,1
3111,18000000,980,Powai,2
3112,26500000,1050,Powai,2
3113,42000000,2020,Powai,3
3114,18800000,985,Powai,2
3115,15500000,840,Powai,2
3116,16000000,995,Powai,2
3117,11000000,585,Powai,1
3118,9000000,578,Powai,1
3119,16500000,970,Powai,2
3120,19600000,985,Powai,2
3121,47000000,2050,Powai,4
3122,23300000,1250,Powai,2
3123,21000000,910,Powai,2
3124,19800000,1130,Powai,2
3125,35000000,1700,Powai,3
3126,18200000,980,Powai,2
3127,13899999,750,Powai,1
3128,12600000,650,Powai,1
3129,10000000,600,Powai,1
3130,10000000,585,Powai,1
3131,27000000,1100,Powai,2
3132,14500000,800,Powai,2
3133,26500000,1450,Powai,3
3134,26900000,1505,Powai,3
3135,16800000,975,Powai,2
3136,17500000,978,Powai,2
3137,16500000,1150,Powai,2
3138,16500000,1150,Powai,2
3139,16000000,810,Powai,2
3140,60000000,2365,Powai,4
3141,16200000,1100,Powai,2
3142,16500000,1000,Powai,2
3143,26800000,1502,Powai,3
3144,27000000,1502,Powai,3
3145,26900000,1545,Powai,3
3146,17500000,910,Powai,2
3147,18500000,965,Powai,2
3148,14000000,1050,Powai,2
3149,19400000,1150,Powai,2
3150,17400000,885,Powai,2
3151,11399999,650,Powai,1
3152,28700000,1600,Powai,3
3153,19500000,1120,Powai,2
3154,13500000,500,Powai,1
3155,18500000,1100,Powai,2
3156,10500000,660,Powai,1
3157,19500000,1150,Powai,2
3158,45000000,2100,Powai,3
3159,10500000,700,Powai,1
3160,5000000,225,Powai,1
3161,16500000,950,Powai,2
3162,17500000,1100,Powai,2
3163,19000000,1290,Powai,1
3164,18500000,970,Powai,2
3165,21000000,1135,Powai,2
3166,16800000,1135,Powai,2
3167,22000000,885,Powai,2
3168,15000000,630,Powai,1
3169,15500000,915,Powai,2
3170,19000000,770,Powai,2
3171,20000000,1070,Powai,2
3172,21500000,1198,Powai,2
3173,12000000,600,Powai,1
3174,16000000,1150,Powai,2
3175,28500000,940,Powai,2
3176,27500000,1045,Powai,2
3177,24000000,1444,Powai,3
3178,13000000,600,Powai,1
3179,15000000,870,Powai,2
3180,24000000,1350,Powai,3
3181,28500000,1050,Powai,2
3182,31500000,1750,Powai,3
3183,26500000,1060,Powai,2
3184,10000000,602,Powai,1
3185,18500000,1150,Powai,2
3186,19100000,1050,Powai,2
3187,12500000,600,Powai,1
3188,14500000,900,Powai,2
3189,18500000,1100,Powai,2
3190,20000000,1250,Powai,2
3191,29000000,1150,Powai,2
3192,9800000,555,Powai,1
3193,14200000,1100,Powai,2
3194,18500000,1155,Powai,2
3195,10500000,585,Powai,1
3196,20000000,1120,Powai,2
3197,13500000,650,Powai,1
3198,17500000,1000,Powai,1
3199,23500000,1300,Powai,3
3200,20000000,1070,Powai,2
3201,20000000,1000,Powai,2
3202,26000000,980,Powai,2
3203,22000000,985,Powai,2
3204,9500000,600,Powai,1
3205,17000000,1000,Powai,1
3206,28500000,1150,Powai,2
3207,21000000,1198,Powai,2
3208,27500000,916,Powai,2
3209,32500000,1545,Powai,2
3210,25000000,1350,Powai,3
3211,17300000,970,Powai,2
3212,11100000,602,Powai,1
3213,15500000,910,Powai,2
3214,23500000,1444,Powai,2
3215,27500000,1545,Powai,3
3216,58500000,2500,Powai,4
3217,40300000,1750,Powai,3
3218,39000000,1340,Powai,3
3219,18200000,970,Powai,2
3220,16000000,970,Powai,2
3221,16200000,810,Powai,2
3222,25000000,1313,Powai,3
3223,45000000,1717,Prabhadevi,3
3224,35000000,1000,Prabhadevi,2
3225,25500000,800,Prabhadevi,2
3226,27500000,1000,Prabhadevi,2
3227,90399999,3150,Prabhadevi,3
3228,47500000,1650,Prabhadevi,3
3229,18800000,1350,Rajendra Nagar,3
3230,19000000,1350,Rajendra Nagar,3
3231,19000000,1150,Rajendra Nagar,3
3232,19100000,1100,Rajendra Nagar,3
3233,19000000,1150,Rajendra Nagar,3
3234,22500000,1900,Sainath Nagar,3
3235,19000000,1600,Sainath Nagar,3
3236,22500000,1900,Sainath Nagar,3
3237,19000000,1600,Sainath Nagar,3
3238,22500000,1750,Sanpada,3
3239,17000000,1250,Sanpada,2
3240,51500000,3465,Sanpada,4
3241,9199000,600,Sanpada,1
3242,22500000,1500,Sanpada,3
3243,22500000,1650,Sanpada,3
3244,12000000,950,Sanpada,2
3245,9000000,600,Sanpada,1
3246,8000000,600,Sanpada,1
3247,18500000,1400,Sanpada,2
3248,19000000,1500,Sanpada,3
3249,18000000,1215,Sanpada,3
3250,12000000,851,Sanpada,2
3251,7400000,576,Sanpada,1
3252,8000000,600,Sanpada,1
3253,11800000,900,Sanpada,2
3254,13500000,910,Sanpada,2
3255,21500000,1645,Sanpada,3
3256,9000000,600,Sanpada,1
3257,18000000,1435,Sanpada,2
3258,22000000,1640,Sanpada,3
3259,16500000,1313,Sanpada,2
3260,24000000,1600,Sanpada,3
3261,17000000,1400,Sanpada,3
3262,18500000,1100,Santacruz East,2
3263,8000000,350,Santacruz East,1
3264,39500000,1800,Santacruz East,3
3265,20000000,950,Santacruz East,2
3266,11000000,550,Santacruz East,1
3267,20000000,1000,Santacruz East,2
3268,7000000,350,Santacruz East,1
3269,13000000,550,Santacruz East,1
3270,13500000,650,Santacruz East,1
3271,7500000,450,Santacruz East,1
3272,12500000,650,Santacruz East,1
3273,8500000,450,Santacruz East,1
3274,17000000,747,Santacruz East,1
3275,12000000,550,Santacruz East,1
3276,12000000,550,Santacruz East,1
3277,32799999,780,Santacruz West,2
3278,65000000,1600,Santacruz West,4
3279,55000000,1780,Santacruz West,3
3280,39000000,1000,Santacruz West,2
3281,60000000,1440,Santacruz West,3
3282,26000000,900,Santacruz West,2
3283,25000000,600,Santacruz West,1
3284,35000000,960,Santacruz West,2
3285,17100000,1150,Seawoods,2
3286,17100000,1100,Seawoods,2
3287,14000000,900,Seawoods,2
3288,8500000,600,Seawoods,1
3289,8600000,615,Seawoods,1
3290,8000000,605,Seawoods,1
3291,21500000,1250,Seawoods,1
3292,19100000,1205,Seawoods,1
3293,21700000,1250,Seawoods,1
3294,19200000,1205,Seawoods,1
3295,21500000,1300,Seawoods,1
3296,19000000,1205,Seawoods,1
3297,21000000,1425,Seawoods,1
3298,21000000,1425,Seawoods,2
3299,13500000,1092,Seawoods,1
3300,21000000,1190,Seawoods,2
3301,19000000,1291,Seawoods,2
3302,30000000,2110,Seawoods,3
3303,16800000,1100,Seawoods,2
3304,19200000,1231,Seawoods,1
3305,27500000,1650,Seawoods,2
3306,18000000,1351,Seawoods,3
3307,20000000,1440,Seawoods,3
3308,14200000,1055,Seawoods,2
3309,14600000,1084,Seawoods,2
3310,14600000,1084,Seawoods,2
3311,14400000,1030,Seawoods,2
3312,13500000,1056,Seawoods,2
3313,13500000,1056,Seawoods,2
3314,14000000,1055,Seawoods,2
3315,33500000,2040,Seawoods,3
3316,70000000,4250,Seawoods,3
3317,23000000,1850,Seawoods,3
3318,22500000,1281,Seawoods,2
3319,11000000,1160,Sector 10,2
3320,7200000,860,Sector 10,1
3321,9900000,1125,Sector 10,2
3322,10600000,1070,Sector 10,2
3323,9200000,1150,Sector 17 Ulwe,2
3324,5300000,690,Sector 17 Ulwe,1
3325,11000000,1230,Sector 17 Ulwe,2
3326,4500000,599,Sector 17 Ulwe,1
3327,7500000,890,Sector 17 Ulwe,2
3328,5500000,650,Sector 17 Ulwe,1
3329,7400000,890,Sector 17 Ulwe,2
3330,2700000,350,Sector 17 Ulwe,1
3331,5200000,667,Sector 17 Ulwe,1
3332,8200000,1150,Sector 17 Ulwe,2
3333,4900000,665,Sector 17 Ulwe,1
3334,7000000,1000,Sector 17 Ulwe,2
3335,4400000,665,Sector 17 Ulwe,1
3336,11100000,1245,Sector 17 Ulwe,2
3337,6900000,850,Sector 17 Ulwe,2
3338,4000000,600,Sector 17 Ulwe,2
3339,4600000,680,Sector 17 Ulwe,1
3340,8500000,1040,Sector 17 Ulwe,2
3341,11000000,1250,Sector 17 Ulwe,2
3342,13000000,1455,Sector 18 Kharghar,3
3343,14500000,1250,Sector 18 Kharghar,2
3344,13000000,1290,Sector 18 Kharghar,2
3345,14000000,1200,Sector 18 Kharghar,2
3346,14000000,1200,Sector 18 Kharghar,2
3347,9500000,1260,Sector 19 Kharghar,2
3348,7600000,1100,Sector 19 Kharghar,2
3349,6000000,850,Sector 19 Kharghar,1
3350,5600000,635,Sector 19 Kharghar,1
3351,10000000,1098,Sector 19 Kharghar,2
3352,8500000,966,Sector 19 Kharghar,2
3353,5000000,600,Sector 20 Kharghar,1
3354,13000000,1550,Sector 20 Kharghar,3
3355,11000000,1440,Sector 20 Kharghar,3
3356,5000000,650,Sector 20 Kharghar,1
3357,6500000,650,Sector 20 Kharghar,1
3358,5600000,610,Sector 20 Kharghar,1
3359,5500000,640,Sector 20 Kharghar,1
3360,13000000,1300,Sector 20 Kharghar,2
3361,5300000,560,Sector 20 Kharghar,1
3362,11100000,1117,Sector 20 Kharghar,2
3363,11000000,1100,Sector 20 Kharghar,2
3364,8000000,1000,Sector 20 Kharghar,2
3365,6000000,650,Sector 20 Kharghar,1
3366,14800000,1980,Sector 20 Kharghar,3
3367,14800000,1985,Sector 20 Kharghar,3
3368,11000000,1255,Sector 21 Kamothe,2
3369,5500000,619,Sector 21 Kamothe,1
3370,9500000,1250,Sector 21 Kamothe,2
3371,4900000,620,Sector 21 Kamothe,1
3372,5000000,650,Sector 22 Kamothe,1
3373,5000000,600,Sector 22 Kamothe,1
3374,4800000,600,Sector 22 Kamothe,1
3375,3200000,410,Sector 22 Kamothe,1
3376,5000000,650,Sector-18 Ulwe,1
3377,12100000,1515,Sector-18 Ulwe,3
3378,9200000,1175,Sector-18 Ulwe,2
3379,8900000,1150,Sector-18 Ulwe,2
3380,12000000,1600,Sector-18 Ulwe,3
3381,11000000,1470,Sector-18 Ulwe,3
3382,9000000,1129,Sector-18 Ulwe,2
3383,9100000,1180,Sector-18 Ulwe,2
3384,27500000,3000,Sector-3 Ulwe,4
3385,7800000,1055,Sector-3 Ulwe,2
3386,25500000,3000,Sector-3 Ulwe,5
3387,11600000,1585,Sector-3 Ulwe,3
3388,9000000,1220,Sector-3 Ulwe,2
3389,11100000,1310,Sector-8 Ulwe,2
3390,11200000,1532,Sector-8 Ulwe,3
3391,13899999,1690,Sector-8 Ulwe,3
3392,4700000,675,Sector-8 Ulwe,1
3393,8500000,1150,Sector12 Kamothe,2
3394,8500000,1165,Sector12 Kamothe,2
3395,11000000,1470,Sector12 Kamothe,3
3396,9200000,1180,Sector12 Kamothe,2
3397,7000000,995,Sector12 Kamothe,2
3398,4500000,620,Sector12 Kamothe,1
3399,5000000,690,Sector12 Kamothe,1
3400,6000000,610,Sector9 Kamothe,1
3401,15000000,1735,Sector9 Kamothe,3
3402,8800000,980,Sector9 Kamothe,2
3403,16500000,1654,Sector9 Kamothe,3
3404,10500000,1165,Sector9 Kamothe,2
3405,6500000,700,Shil Phata,2
3406,6000000,621,Shil Phata,2
3407,4000000,424,Shil Phata,1
3408,17000000,1080,Sion,2
3409,16500000,980,Sion,2
3410,15000000,880,Sion,2
3411,16500000,980,Sion,2
3412,44500000,1950,Sion,3
3413,22500000,961,Sion,2
3414,15900000,826,Sion,2
3415,11900000,538,Sion,1
3416,26000000,1050,Sion,3
3417,4900000,980,Taloja,2
3418,4000000,750,Taloja,1
3419,2500000,450,Taloja,1
3420,2300000,410,Taloja,1
3421,5300000,1100,Taloja,2
3422,3800000,738,Taloja,1
3423,4700000,1005,Taloja,2
3424,4500000,980,Taloja,2
3425,3200000,680,Taloja,1
3426,3500000,710,Taloja,1
3427,3300000,690,Taloja,1
3428,4000000,715,Taloja,1
3429,3500000,700,Taloja,1
3430,3350000,670,Taloja,1
3431,2650000,560,Taloja,1
3432,2300000,445,Taloja,1
3433,2600000,560,Taloja,1
3434,5700000,1060,Taloja,2
3435,5800000,1064,Taloja,2
3436,6000000,1070,Taloja,2
3437,5200000,995,Taloja,2
3438,4900000,985,Taloja,2
3439,3700000,680,Taloja,1
3440,3700000,650,Taloja,1
3441,2800000,510,Taloja,1
3442,2600000,520,Taloja,1
3443,2400000,490,Taloja,1
3444,2200000,470,Taloja,1
3445,4300000,950,Taloja,2
3446,3250000,690,Taloja,1
3447,3750000,671,Taloja,1
3448,2460000,510,Taloja,1
3449,2640000,560,Taloja,1
3450,3800000,650,Taloja,1
3451,5500000,1050,Taloja,2
3452,6400000,1150,Taloja,2
3453,7200000,1500,Taloja,3
3454,3700000,650,Taloja,1
3455,3350000,650,Taloja,1
3456,7000000,1520,Taloja,3
3457,4900000,1055,Taloja,2
3458,2900000,500,Taloja,1
3459,3900000,724,Taloja,1
3460,16299999,1063,Thakur Village,2
3461,20000000,1250,Thakur Village,2
3462,25000000,1357,Thakur Village,3
3463,26500000,1830,Thakur Village,3
3464,10000000,650,Thakur Village,1
3465,23000000,1360,Thakur Village,3
3466,5700000,516,Thane,1
3467,2100000,495,Thane,1
3468,6600000,550,Thane,2
3469,6900000,565,Thane,2
3470,6800000,547,Thane,2
3471,6700000,556,Thane,2
3472,4500000,600,Thane,2
3473,5300000,600,Thane,2
3474,3000000,600,Thane,1
3475,4500000,800,Thane,2
3476,3000000,275,Thane,1
3477,2000000,275,Thane,1
3478,4500000,1065,Thane,2
3479,3000000,530,Thane,1
3480,3500000,900,Thane,2
3481,8000000,1375,Thane,3
3482,90000000,5245,Thane West,5
3483,11600000,1179,Thane West,2
3484,13000000,1157,Thane West,2
3485,6400000,509,Thane West,1
3486,9000000,1005,Thane West,2
3487,6990000,473,Thane West,1
3488,8000000,640,Thane West,1
3489,7200000,657,Thane West,1
3490,7500000,550,Thane West,1
3491,18000000,1309,Thane West,3
3492,7500000,560,Thane West,1
3493,28400000,1733,Thane West,3
3494,28400000,1733,Thane West,4
3495,16500000,1250,Thane West,3
3496,24500000,1650,Thane West,3
3497,6000000,575,Thane West,1
3498,8100000,846,Thane West,2
3499,12500000,880,Thane West,2
3500,6800000,740,Thane West,1
3501,11700000,1150,Thane West,2
3502,5300000,650,Thane West,1
3503,4900000,550,Thane West,1
3504,12000000,936,Thane West,2
3505,19400000,1810,Thane West,3
3506,24100000,2090,Thane West,3
3507,16200000,1555,Thane West,3
3508,8900000,724,Thane West,2
3509,7100000,700,Thane West,1
3510,25000000,2394,Thane West,4
3511,5700000,550,Thane West,1
3512,2600000,384,Thane West,1
3513,7800000,545,Thane West,1
3514,13500000,995,Thane West,2
3515,13500000,1140,Thane West,3
3516,9900000,771,Thane West,2
3517,14800000,1505,Thane West,3
3518,15400000,1570,Thane West,3
3519,12900000,1311,Thane West,3
3520,12700000,1290,Thane West,3
3521,11500000,1170,Thane West,2
3522,10800000,1102,Thane West,2
3523,9485000,963,Thane West,2
3524,8184999,831,Thane West,2
3525,11900000,1209,Thane West,2
3526,9377000,952,Thane West,2
3527,9958000,1011,Thane West,2
3528,9997000,1015,Thane West,2
3529,11100000,1135,Thane West,2
3530,10400000,1065,Thane West,2
3531,16500000,1465,Thane West,3
3532,12000000,950,Thane West,2
3533,9496000,1100,Thane West,2
3534,9100000,920,Thane West,2
3535,16000000,900,Thane West,2
3536,4199000,625,Thane West,1
3537,5500000,700,Thane West,1
3538,9600000,950,Thane West,2
3539,9600000,900,Thane West,2
3540,14000000,1050,Thane West,2
3541,14000000,1050,Thane West,2
3542,12600000,850,Thane West,2
3543,6498999,945,Thane West,2
3544,16600000,981,Thane West,2
3545,15500000,915,Thane West,2
3546,14900000,883,Thane West,2
3547,14800000,879,Thane West,2
3548,15700000,928,Thane West,2
3549,15500000,919,Thane West,2
3550,13500000,800,Thane West,2
3551,12900000,766,Thane West,2
3552,17800000,1250,Thane West,3
3553,6700000,670,Thane West,1
3554,8400000,1206,Thane West,2
3555,12800000,1800,Thane West,3
3556,7300000,735,Thane West,1
3557,7000000,540,Thane West,1
3558,7300000,570,Thane West,1
3559,15500000,1300,Thane West,3
3560,9709000,1022,Thane West,2
3561,9900000,826,Thane West,2
3562,9000000,847,Thane West,1
3563,10000000,1020,Thane West,2
3564,10000000,850,Thane West,2
3565,6000000,520,Thane West,1
3566,11000000,1300,Thane West,2
3567,8500000,783,Thane West,2
3568,8500000,783,Thane West,2
3569,27599999,1600,Thane West,3
3570,7500000,685,Thane West,1
3571,12700000,1050,Thane West,2
3572,13000000,1150,Thane West,3
3573,6500000,683,Thane West,1
3574,6000000,350,Thane West,1
3575,4099000,588,Thane West,1
3576,6500000,902,Thane West,2
3577,4099000,590,Thane West,1
3578,4399000,615,Thane West,1
3579,5990000,905,Thane West,2
3580,5299000,645,Thane West,1
3581,8700000,705,Thane West,2
3582,8800000,1100,Thane West,2
3583,6351000,352,Thane West,1
3584,6900000,440,Thane West,1
3585,9800000,599,Thane West,2
3586,14600000,958,Thane West,3
3587,18500000,1174,Thane West,3
3588,12800000,705,Thane West,2
3589,13500000,931,Thane West,3
3590,10800000,1260,Thane West,2
3591,10700000,1240,Thane West,2
3592,10600000,1230,Thane West,2
3593,8920000,749,Thane West,1
3594,7320000,746,Thane West,1
3595,13100000,1140,Thane West,2
3596,13100000,1140,Thane West,2
3597,8500000,575,Thane West,1
3598,22000000,1400,Thane West,3
3599,19500000,1300,Thane West,3
3600,21500000,1650,Thane West,3
3601,17500000,1350,Thane West,3
3602,17500000,1350,Thane West,3
3603,17500000,1775,Thane West,3
3604,15300000,1275,Thane West,2
3605,11000000,1166,Thane West,2
3606,17700000,1338,Thane West,3
3607,16500000,1220,Thane West,2
3608,11100000,886,Thane West,2
3609,12000000,1046,Thane West,2
3610,13300000,1158,Thane West,2
3611,18800000,1662,Thane West,3
3612,10800000,928,Thane West,2
3613,9500000,1050,Thane West,2
3614,5500000,558,Thane West,1
3615,9000000,676,Thane West,2
3616,11900000,1020,Thane West,3
3617,20800000,1214,Thane West,3
3618,20800000,1639,Thane West,3
3619,33000000,2519,Thane West,4
3620,14000000,1250,Thane West,3
3621,22500000,1835,Thane West,3
3622,9500000,1050,Thane West,2
3623,14500000,1335,Thane West,3
3624,5499000,500,Thane West,1
3625,18100000,1153,Thane West,3
3626,10900000,700,Thane West,2
3627,13500000,931,Thane West,3
3628,11200000,676,Thane West,2
3629,14800000,880,Thane West,3
3630,13600000,1140,Thane West,3
3631,12900000,1860,Thane West,3
3632,5900000,632,Thane West,1
3633,8000000,976,Thane West,2
3634,6500000,400,Thane West,1
3635,10900000,876,Thane West,2
3636,14000000,1137,Thane West,3
3637,5700000,486,Thane West,1
3638,11000000,1000,Thane West,2
3639,14800000,1300,Thane West,3
3640,9900000,784,Thane West,2
3641,13500000,1146,Thane West,3
3642,13899999,900,Thane West,2
3643,11800000,984,Thane West,2
3644,8400000,1020,Thane West,2
3645,16500000,1249,Thane West,3
3646,11900000,1461,Thane West,3
3647,12300000,1044,Thane West,3
3648,9620000,1090,Thane West,2
3649,10800000,1050,Thane West,2
3650,11000000,1096,Thane West,2
3651,8420000,960,Thane West,2
3652,8400000,1002,Thane West,2
3653,9520000,1140,Thane West,2
3654,9620000,1160,Thane West,2
3655,11200000,1060,Thane West,2
3656,9900000,1020,Thane West,3
3657,5850000,625,Thane West,1
3658,11100000,1160,Thane West,2
3659,14000000,1500,Thane West,3
3660,9000000,924,Thane West,2
3661,8800000,1083,Thane West,2
3662,5850000,520,Thane West,1
3663,8359999,930,Thane West,2
3664,9230000,1230,Thane West,2
3665,6450000,610,Thane West,1
3666,5760000,590,Thane West,1
3667,14900000,1489,Thane West,3
3668,15200000,1490,Thane West,3
3669,30000000,2000,Thane West,4
3670,10700000,1100,Thane West,2
3671,6448999,910,Thane West,1
3672,5300000,500,Thane West,1
3673,11200000,1130,Thane West,2
3674,6500000,600,Thane West,1
3675,8600000,900,Thane West,2
3676,8999000,950,Thane West,2
3677,9000000,950,Thane West,2
3678,10600000,1160,Thane West,2
3679,8500000,550,Thane West,1
3680,9500000,1050,Thane West,2
3681,6000000,675,Thane West,1
3682,5850000,500,Thane West,1
3683,5500000,500,Thane West,1
3684,5500000,480,Thane West,1
3685,6400000,550,Thane West,1
3686,14000000,811,Thane West,2
3687,22000000,1234,Thane West,3
3688,6500000,508,Thane West,1
3689,4200000,520,Thane West,1
3690,12000000,1000,Thane West,2
3691,9000000,900,Thane West,2
3692,8600000,1065,Thane West,2
3693,8200000,1065,Thane West,2
3694,6650000,750,Thane West,1
3695,9500000,1065,Thane West,2
3696,5000000,528,Thane West,1
3697,13000000,1730,Thane West,3
3698,20500000,1251,Thane West,3
3699,14500000,1450,Thane West,3
3700,5000000,520,Thane West,1
3701,8990000,750,Thane West,2
3702,5990000,480,Thane West,1
3703,12700000,1190,Thane West,2
3704,6500000,620,Thane West,1
3705,8000000,720,Thane West,1
3706,5900000,610,Thane West,1
3707,7000000,710,Thane West,1
3708,6000000,700,Thane West,1
3709,6200000,675,Thane West,1
3710,14500000,1250,Thane West,3
3711,4000000,425,Thane West,1
3712,9800000,999,Thane West,2
3713,8400000,1010,Thane West,2
3714,8500000,1050,Thane West,2
3715,6000000,750,Thane West,1
3716,6700000,890,Thane West,2
3717,6500000,650,Thane West,1
3718,5400000,761,Thane West,2
3719,2640000,324,Thane West,1
3720,2600000,324,Thane West,1
3721,4500000,500,Thane West,1
3722,4500000,664,Thane West,1
3723,5700000,761,Thane West,2
3724,6000000,761,Thane West,2
3725,4300000,560,Thane West,1
3726,4500000,560,Thane West,1
3727,4250000,560,Thane West,1
3728,4400000,560,Thane West,1
3729,4400000,560,Thane West,1
3730,4250000,560,Thane West,1
3731,4500000,561,Thane West,1
3732,4300000,560,Thane West,1
3733,4280000,560,Thane West,1
3734,4300000,564,Thane West,1
3735,2750000,324,Thane West,1
3736,2800000,324,Thane West,1
3737,2850000,324,Thane West,1
3738,2780000,324,Thane West,1
3739,2875000,324,Thane West,1
3740,2875000,324,Thane West,1
3741,2800000,324,Thane West,1
3742,3100000,324,Thane West,1
3743,3000000,384,Thane West,1
3744,2900000,324,Thane West,1
3745,2940000,324,Thane West,1
3746,4500000,450,Thane West,1
3747,11800000,850,Thane West,2
3748,13500000,967,Thane West,2
3749,5800000,472,Thane West,1
3750,10000000,1200,Thane West,3
3751,16000000,1600,Thane West,3
3752,13000000,940,Thane West,2
3753,7500000,962,Thane West,2
3754,11800000,750,Thane West,2
3755,8200000,550,Thane West,1
3756,20000000,2240,Thane West,3
3757,11500000,641,Thane West,2
3758,12100000,676,Thane West,2
3759,11000000,616,Thane West,2
3760,17700000,984,Thane West,3
3761,13000000,725,Thane West,2
3762,15800000,880,Thane West,3
3763,5600000,765,Thane West,2
3764,2650000,324,Thane West,1
3765,11800000,684,Thane West,2
3766,9000000,1100,Thane West,2
3767,5900000,600,Thane West,1
